

Method,CTCP
BK TCP Number,0
MSS,1500
SendRate(Mb/s),ReceiveRate(Mb/s),Recv Loss,RTT(ms),CWnd,FlowWindow,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s)
0,4.34337,0,4.69,2,8192,0,0,0,0.011648
0,4.00332,0,3.77,2,8192,0,0,0,0.011648
0,3.7352,0,2.502,2,8192,0,0,0,0.011648
0,4.06324,0,3.266,2,8192,0,0,0,0.011648
0,4.57683,0,1.89,2,8192,0,0,0,0.011648
0,4.54449,0,5.126,2,8192,0,0,0,0.011648
0,4.7397,0,2.192,2,8192,0,0,0,0.011648
0,3.83337,0,3.043,2,8192,0,0,0,0.011648
0,3.55028,0,2.744,2,8192,0,0,0,0.011648
0,4.04389,0,3.916,2,8192,0,0,0,0.011648
0,5.07478,0,2.81,2,8192,0,0,0,0.011648
0,4.60999,0,2.946,2,8192,0,0,0,0.011648
0,5.00803,0,2.327,2,8192,0,0,0,0.011648
0,4.34312,0,3.275,2,8192,0,0,0,0.011648
0,4.05239,0,2.425,2,8192,0,0,0,0.011648
0,5.10132,0,2.384,2,8192,0,0,0,0.011648
0,4.99551,0,2.532,2,8192,0,0,0,0.011648
0,4.3087,0,2.394,2,8192,0,0,0,0.011648
0,4.27412,0,5.176,2,8192,0,0,0,0.011648
0,4.54163,0,3.711,2,8192,0,0,0,0.011648
0,4.12106,0,2.982,2,8192,0,0,0,0.011648
0,4.41182,0,2.331,2,8192,0,0,0,0.011648
0,4.00634,0,3.993,2,8192,0,0,0,0.011648
0,4.02732,0,3.901,2,8192,0,0,0,0.011648
0,4.26247,0,2.512,2,8192,0,0,0,0.011648
0,4.94867,0,2.852,2,8192,0,0,0,0.011648
0,5.23987,0,2.155,2,8192,0,0,0,0.011648
0,3.51672,0,3.541,2,8192,0,0,0,0.011648
0,3.49829,0,3.883,2,8192,0,0,0,0.011648
0,4.07495,0,2.526,2,8192,0,0,0,0.011648
0,4.71221,0,1.991,2,8192,0,0,0,0.011648
0,4.99422,0,2.83,2,8192,0,0,0,0.011648
0,5.19089,0,2.16,2,8192,0,0,0,0.011648
0,4.52448,0,2.349,2,8192,0,0,0,0.011648
0,5.84165,0,2.104,2,8192,0,0,0,0.011648
0,5.71625,0,2.8,2,8192,0,0,0,0.011648
0,5.0774,0,2.726,2,8192,0,0,0,0.011648
0,5.25215,0,2.858,2,8192,0,0,0,0.011648
0,4.38881,0,2.401,2,8192,0,0,0,0.011648
0,4.28381,0,2.406,2,8192,0,0,0,0.011648
0,4.91258,0,2.476,2,8192,0,0,0,0.011648
0,4.8541,0,2.974,2,8192,0,0,0,0.011648
0,5.33006,0,2.482,2,8192,0,0,0,0.011648
0,5.25933,0,2.323,2,8192,0,0,0,0.011648
0,3.90106,0,4.765,2,8192,0,0,0,0.011648
0,4.77461,0,3.588,2,8192,0,0,0,0.011648
0,5.47308,0,2.534,2,8192,0,0,0,0.011648
0,5.8581,0,2.169,2,8192,0,0,0,0.011648
0,5.35649,0,3.02,2,8192,0,0,0,0.011648
0,5.20587,0,2.287,2,8192,0,0,0,0.011648
0,5.9611,0,2.296,2,8192,0,0,0,0.011648
0,5.66954,0,2.193,2,8192,0,0,0,0.011648
0,5.42361,0,1.954,2,8192,0,0,0,0.011648
0,4.53832,0,4.262,2,8192,0,0,0,0.011648
0,5.13571,0,2.21,2,8192,0,0,0,0.011648
0,5.02832,0,2.742,2,8192,0,0,0,0.011648
0,4.92572,0,2.239,2,8192,0,0,0,0.011648
0,5.4255,0,2.051,2,8192,0,0,0,0.011648
0,5.85742,0,2.807,2,8192,0,0,0,0.011648
0,5.01809,0,2.71,2,8192,0,0,0,0.011648
0,6.00918,0,2.796,2,8192,0,0,0,0.011648
0,5.5063,0,2.165,2,8192,0,0,0,0.011648
0,5.41416,0,2.212,2,8192,0,0,0,0.011648
0,4.98233,0,2.502,2,8192,0,0,0,0.011648
0,4.85277,0,2.334,2,8192,0,0,0,0.011648
0,4.08657,0,2.206,2,8192,0,0,0,0.011648
0,4.91347,0,2.825,2,8192,0,0,0,0.011648
0,3.84314,0,2.792,2,8192,0,0,0,0.011648
0,4.05179,0,2.867,2,8192,0,0,0,0.011648
0,3.96892,0,2.488,2,8192,0,0,0,0.011648
0,4.3536,0,3.379,2,8192,0,0,0,0.011648
0,4.22706,0,3.567,2,8192,0,0,0,0.011648
0,4.4942,0,3.494,2,8192,0,0,0,0.011648
0,4.2734,0,2.521,2,8192,0,0,0,0.011648
0,4.82082,0,2.941,2,8192,0,0,0,0.011648
0,4.96009,0,3.598,2,8192,0,0,0,0.011648
0,4.6461,0,3.368,2,8192,0,0,0,0.011648
0,4.90044,0,2.726,2,8192,0,0,0,0.011648
0,4.29748,0,2.736,2,8192,0,0,0,0.011648
0,2.08436,0,2.961,2,8192,0,0,0,0.011648
0,3.37485,0,3.51,2,8192,0,0,0,0.011648
0,3.17885,0,2.704,2,8192,0,0,0,0.011648
0,3.33012,0,2.628,2,8192,0,0,0,0.011648
0,2.31633,0,7.856,2,8192,0,0,0,0.011648
0,2.35228,0,18.916,2,8192,0,0,0,0.011648
0,2.60422,0,3.329,2,8192,0,0,0,0.011648
0,3.48147,0,2.435,2,8192,0,0,0,0.011648
0,3.42163,0,2.295,2,8192,0,0,0,0.011648
0,3.9716,0,5.015,2,8192,0,0,0,0.011648
0,2.66627,0,3.216,2,8192,0,0,0,0.011648
0,3.88255,0,2.987,2,8192,0,0,0,0.011648
0,3.07219,0,4.295,2,8192,0,0,0,0.011648
0,3.71454,0,3.859,2,8192,0,0,0,0.011648
0,4.06379,0,4.136,2,8192,0,0,0,0.011648
0,3.44606,0,2.998,2,8192,0,0,0,0.011648
0,3.8537,0,2.864,2,8192,0,0,0,0.011648
0,3.16612,0,3.683,2,8192,0,0,0,0.011648
0,2.17654,0,5.107,2,8192,0,0,0,0.011648
0,2.9303,0,4.079,2,8192,0,0,0,0.011648
0,2.94488,0,2.447,2,8192,0,0,0,0.011648
0,2.30389,0,15.409,2,8192,0,0,0,0.011648
0,2.16622,0,5.313,2,8192,0,0,0,0.011648
0,2.2354,0,3.986,2,8192,0,0,0,0.011648
0,2.36392,0,17.365,2,8192,0,0,0,0.011648
0,0.616117,0,31.374,2,8192,0,0,0,0.011648
0,2.51542,0,3.308,2,8192,0,0,0,0.011648
0,1.89737,0,5.043,2,8192,0,0,0,0.011648
0,1.60622,0,4.018,2,8192,0,0,0,0.011648
0,1.77003,0,6.106,2,8192,0,0,0,0.011648
0,0.752824,0,15.234,2,8192,0,0,0,0.011648
0,0.966669,0,11.513,2,8192,0,0,0,0.011648
0,0.825497,0,21.606,2,8192,0,0,0,0.011648
0,1.58296,0,7.223,2,8192,0,0,0,0.011648
0,1.38479,0,10.804,2,8192,0,0,0,0.011648
0,0.324644,0,51.452,2,8192,0,0,0,0.011648
0,0.780127,0,14.552,2,8192,0,0,0,0.011648
0,1.10622,0,13.287,2,8192,0,0,0,0.011648
0,0.430535,0,25.48,2,8192,0,0,0,0.011648
0,0.931579,0,8.038,2,8192,0,0,0,0.011648
0,1.00039,0,19.277,2,8192,0,0,0,0.011648
0,1.21106,0,6.32,2,8192,0,0,0,0.011648
0,2.73589,0,3.61,2,8192,0,0,0,0.011648
0,2.0604,0,5.528,2,8192,0,0,0,0.011648
0,1.85117,0,8.548,2,8192,0,0,0,0.011648
0,2.1542,0,14.896,2,8192,0,0,0,0.011648
0,1.44341,0,9.705,2,8192,0,0,0,0.011648
0,0.535028,0,26.424,2,8192,0,0,0,0.011648
0,1.73508,0,10.036,2,8192,0,0,0,0.011648
