

Method,CUDPBlast
BK TCP Number,0
MSS,1500
SendRate(Mb/s),ReceiveRate(Mb/s),Recv Loss,RTT(ms),CWnd,FlowWindow,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s)
0,26.2726,2,30.437,83333,8192,0,0,0,0.011648
0,27.58,1,29.286,83333,8192,0,0,0,0.011648
0,30.43,0,28.125,83333,8192,0,0,0,0.011648
0.0814655,0.186207,0,23.151,83333,8184,0,2,0,1.456
0,0,0,23.151,83333,8184,0,0,0,1.456
0,0,0,23.151,83333,8184,0,0,0,1.456
0,0,0,23.151,83333,8184,0,0,0,1.456
0,0,0,23.151,83333,8184,0,0,0,1.456


